"DB_Class_Key","Symbol_human","GeneID_human","Symbol_mouse","GeneID_mouse"
"48003730","IGHV2-5","28457","Ighv8-2","629849"
"48003730","IGHV2-70","28454","Ighv8-2","629849"
"48003730","IGHV2-70D","102723168","Ighv8-2","629849"
"48003730","IGHV2OR16-5","100129631","Ighv8-2","629849"
"48003731","IGHV2-26","28455","Ighv8-6","629930"
"48003731","IGHV2-5","28457","Ighv8-6","629930"
"48003731","IGHV2-70","28454","Ighv8-6","629930"
"48003731","IGHV2-70D","102723168","Ighv8-6","629930"
"48003731","IGHV2OR16-5","100129631","Ighv8-6","629930"
"48003732","IGHV2-26","28455","Ighv8-9","432709"
"48003732","IGHV2-5","28457","Ighv8-9","432709"
"48003732","IGHV2-70","28454","Ighv8-9","432709"
"48003732","IGHV2-70D","102723168","Ighv8-9","432709"
"48003732","IGHV2OR16-5","100129631","Ighv8-9","432709"
"48003733","IGHV3-13","28449","Ighv5-12","668395"
"48003733","IGHV3-20","28445","Ighv5-12","668395"
"48003733","IGHV3-23","28442","Ighv5-12","668395"
"48003733","IGHV3-30","28439","Ighv5-12","668395"
"48003733","IGHV3-30-3","57290","Ighv5-12","668395"
"48003733","IGHV3-30-5","89770","Ighv5-12","668395"
"48003733","IGHV3-33","28434","Ighv5-12","668395"
"48003733","IGHV3-35","28432","Ighv5-12","668395"
"48003733","IGHV3-38","28429","Ighv5-12","668395"
"48003733","IGHV3-38-3","28404","Ighv5-12","668395"
"48003733","IGHV3-43","28426","Ighv5-12","668395"
"48003733","IGHV3-53","28420","Ighv5-12","668395"
"48003733","IGHV3-64","28414","Ighv5-12","668395"
"48003733","IGHV3-64D","102723170","Ighv5-12","668395"
"48003733","IGHV3-66","28412","Ighv5-12","668395"
"48003733","IGHV3-74","28408","Ighv5-12","668395"
"48003733","IGHV3-9","28451","Ighv5-12","668395"
"48003733","IGHV3OR16-10","28306","Ighv5-12","668395"
"48003733","IGHV3OR16-8","388255","Ighv5-12","668395"
"48003734","IGHV3-23","28442","Ighv5-9-1","641178"
"48003734","IGHV3-35","28432","Ighv5-9-1","641178"
"48003734","IGHV3-38","28429","Ighv5-9-1","641178"
"48003734","IGHV3-38-3","28404","Ighv5-9-1","641178"
"48003734","IGHV3-53","28420","Ighv5-9-1","641178"
"48003734","IGHV3-64","28414","Ighv5-9-1","641178"
"48003734","IGHV3-64D","102723170","Ighv5-9-1","641178"
"48003734","IGHV3-66","28412","Ighv5-9-1","641178"
"48003735","IGHV3-16","28447","Ighv5-16","633568"
"48003735","IGHV3OR16-12","28304","Ighv5-16","633568"
"48003735","IGHV3OR16-17","390714","Ighv5-16","633568"
"48003735","IGHV3OR16-9","28307","Ighv5-16","633568"
"48003736","THA1P","390816","Tha1","71776"
"48003737","IGHV3-13","28449","Ighv5-9","544896"
"48003737","IGHV3-20","28445","Ighv5-9","544896"
"48003737","IGHV3-23","28442","Ighv5-9","544896"
"48003737","IGHV3-30","28439","Ighv5-9","544896"
"48003737","IGHV3-30-3","57290","Ighv5-9","544896"
"48003737","IGHV3-30-5","89770","Ighv5-9","544896"
"48003737","IGHV3-33","28434","Ighv5-9","544896"
"48003737","IGHV3-35","28432","Ighv5-9","544896"
"48003737","IGHV3-38","28429","Ighv5-9","544896"
"48003737","IGHV3-38-3","28404","Ighv5-9","544896"
"48003737","IGHV3-43","28426","Ighv5-9","544896"
"48003737","IGHV3-53","28420","Ighv5-9","544896"
"48003737","IGHV3-64","28414","Ighv5-9","544896"
"48003737","IGHV3-64D","102723170","Ighv5-9","544896"
"48003737","IGHV3-66","28412","Ighv5-9","544896"
"48003737","IGHV3-74","28408","Ighv5-9","544896"
"48003737","IGHV3-9","28451","Ighv5-9","544896"
"48003737","IGHV3OR16-10","28306","Ighv5-9","544896"
"48003737","IGHV3OR16-8","388255","Ighv5-9","544896"
"48003738","IGHV3-11","28450","Ighv5-17","780794"
"48003738","IGHV3-13","28449","Ighv5-17","780794"
"48003738","IGHV3-21","28444","Ighv5-17","780794"
"48003738","IGHV3-30","28439","Ighv5-17","780794"
"48003738","IGHV3-30-3","57290","Ighv5-17","780794"
"48003738","IGHV3-30-5","89770","Ighv5-17","780794"
"48003738","IGHV3-33","28434","Ighv5-17","780794"
"48003738","IGHV3-35","28432","Ighv5-17","780794"
"48003738","IGHV3-48","28424","Ighv5-17","780794"
"48003738","IGHV3-7","28452","Ighv5-17","780794"
"48003738","IGHV3OR16-13","100287372","Ighv5-17","780794"
"48003739","IGHV3-13","28449","Ighv5-6","777780"
"48003739","IGHV3-20","28445","Ighv5-6","777780"
"48003739","IGHV3-23","28442","Ighv5-6","777780"
"48003739","IGHV3-30","28439","Ighv5-6","777780"
"48003739","IGHV3-30-3","57290","Ighv5-6","777780"
"48003739","IGHV3-30-5","89770","Ighv5-6","777780"
"48003739","IGHV3-33","28434","Ighv5-6","777780"
"48003739","IGHV3-35","28432","Ighv5-6","777780"
"48003739","IGHV3-38","28429","Ighv5-6","777780"
"48003739","IGHV3-38-3","28404","Ighv5-6","777780"
"48003739","IGHV3-43","28426","Ighv5-6","777780"
"48003739","IGHV3-53","28420","Ighv5-6","777780"
"48003739","IGHV3-64","28414","Ighv5-6","777780"
"48003739","IGHV3-64D","102723170","Ighv5-6","777780"
"48003739","IGHV3-66","28412","Ighv5-6","777780"
"48003739","IGHV3-74","28408","Ighv5-6","777780"
"48003739","IGHV3-9","28451","Ighv5-6","777780"
"48003739","IGHV3OR16-10","28306","Ighv5-6","777780"
"48003739","IGHV3OR16-8","388255","Ighv5-6","777780"
"48003740","IGHV3-13","28449","Ighv5-4","777688"
"48003740","IGHV3-20","28445","Ighv5-4","777688"
"48003740","IGHV3-23","28442","Ighv5-4","777688"
"48003740","IGHV3-30","28439","Ighv5-4","777688"
"48003740","IGHV3-30-3","57290","Ighv5-4","777688"
"48003740","IGHV3-30-5","89770","Ighv5-4","777688"
"48003740","IGHV3-33","28434","Ighv5-4","777688"
"48003740","IGHV3-35","28432","Ighv5-4","777688"
"48003740","IGHV3-38","28429","Ighv5-4","777688"
"48003740","IGHV3-38-3","28404","Ighv5-4","777688"
"48003740","IGHV3-43","28426","Ighv5-4","777688"
"48003740","IGHV3-53","28420","Ighv5-4","777688"
"48003740","IGHV3-64","28414","Ighv5-4","777688"
"48003740","IGHV3-64D","102723170","Ighv5-4","777688"
"48003740","IGHV3-66","28412","Ighv5-4","777688"
"48003740","IGHV3-74","28408","Ighv5-4","777688"
"48003740","IGHV3-9","28451","Ighv5-4","777688"
"48003740","IGHV3OR16-10","28306","Ighv5-4","777688"
"48003740","IGHV3OR16-8","388255","Ighv5-4","777688"
"48003741","IGHV3-13","28449","Ighv5-12-4","628098"
"48003741","IGHV3-20","28445","Ighv5-12-4","628098"
"48003741","IGHV3-23","28442","Ighv5-12-4","628098"
"48003741","IGHV3-30","28439","Ighv5-12-4","628098"
"48003741","IGHV3-30-3","57290","Ighv5-12-4","628098"
"48003741","IGHV3-30-5","89770","Ighv5-12-4","628098"
"48003741","IGHV3-33","28434","Ighv5-12-4","628098"
"48003741","IGHV3-35","28432","Ighv5-12-4","628098"
"48003741","IGHV3-38","28429","Ighv5-12-4","628098"
"48003741","IGHV3-38-3","28404","Ighv5-12-4","628098"
"48003741","IGHV3-43","28426","Ighv5-12-4","628098"
"48003741","IGHV3-53","28420","Ighv5-12-4","628098"
"48003741","IGHV3-64","28414","Ighv5-12-4","628098"
"48003741","IGHV3-64D","102723170","Ighv5-12-4","628098"
"48003741","IGHV3-66","28412","Ighv5-12-4","628098"
"48003741","IGHV3-74","28408","Ighv5-12-4","628098"
"48003741","IGHV3-9","28451","Ighv5-12-4","628098"
"48003741","IGHV3OR16-10","28306","Ighv5-12-4","628098"
"48003741","IGHV3OR16-8","388255","Ighv5-12-4","628098"
"48003742","TCF12","6938","Tcf12","21406"
"48003743","ARHGEF18","23370","Arhgef18","102098"
"48003744","RCAN2","10231","Rcan2","53901"
"48003745","TP53BP2","7159","Trp53bp2","209456"
"48003746","VIPAS39","63894","Vipas39","104799"
"48003747","TBPL1","9519","Tbpl1","237336"
"48003748","TBPL2","387332","Tbpl2","227606"
"48003749","RAB4A","5867","Rab4a","19341"
"48003750","ABCB10","23456","Abcb10","56199"
"48003751","CFAP74","85452","Cfap74","544678"
"48003752","DZIP1","22873","Dzip1","66573"
"48003753","RGMA","56963","Rgma","244058"
"48003754","RGMB","285704","Rgmb","68799"
"48003755","HARBI1","283254","Harbi1","241547"
"48003756","NRP2","8828","Nrp2","18187"
"48003757","CENPM","79019","Cenpm","66570"
"48003758","IFT57","55081","Ift57","73916"
"48003759","IFT20","90410","Ift20","55978"
"48003760","IFT52","51098","Ift52","245866"
"48003761","NKX1-2","390010","Nkx1-2","20231"
"48003762","NKX1-1","54729","Nkx1-1","672284"
"48003763","SERAC1","84947","Serac1","321007"
"48003764","ESRRB","2103","Esrrb","26380"
"48003765","LCK","3932","Lck","16818"
"48003766","TIAM1","7074","Tiam1","21844"
"48003767","RHOU","58480","Rhou","69581"
"48003768","GNPAT","8443","Gnpat","14712"
"48003769","FGF17","8822","Fgf17","14171"
"48003770","VANGL1","81839","Vangl1","229658"
"48003771","ZIC5","85416","Zic5","65100"
"48003772","RPL36","25873","Rpl36","54217"
"48003773","ZIC4","84107","Zic4","22774"
"48003774","RPS29","6235","Rps29","20090"
"48003775","PTH","5741","Pth","19226"
"48003776","DACT1","51339","Dact1","59036"
"48003777","POPDC3","64208","Popdc3","78977"
"48003778","POPDC1","11149","Popdc1","23828"
"48003779","TRPV5","56302","Trpv5","194352"
"48003780","TRPV6","55503","Trpv6","64177"
"48003781","TPH2","121278","Tph2","216343"
"48003782","CTCF","10664","Ctcf","13018"
"48003783","ADGRV1","84059","Adgrv1","110789"
"48003784","PURA","5813","Pura","19290"
"48003785","MAFK","7975","Mafk","17135"
"48003786","GREM1","26585","Grem1","23892"
"48003787","CKS2","1164","Cks2","66197"
"48003788","RIMBP2","23504","Rimbp2","231760"
"48003789","TMX2","51075","Tmx2","66958"
"48003790","ARPC3","10094","Arpc3","56378"
"48003791","EAF1","85403","Eaf1","74427"
"48003792","STX12","23673","Stx12","100226"
"48003793","LUC7L","55692","Luc7l","66978"
"48003794","RBKS","64080","Rbks","71336"
"48003795","EFCAB7","84455","Efcab7","230500"
"48003796","MRPL23","6150","Mrpl23","19935"
"48003797","RALB","5899","Ralb","64143"
"48003798","PSMC3IP","29893","Psmc3ip","19183"
"48003799","PPIH","10465","Ppih","66101"
"48003800","PPIH","10465","Ppihl","665989"
"48003801","GTF2F2","2963","Gtf2f2","68705"
"48003802","MPDU1","9526","Mpdu1","24070"
"48003803","PSMD8","5714","Psmd8","57296"
"48003804","PLPPR1","54886","Plppr1","272031"
"48003805","DGUOK","1716","Dguok","27369"
"48003806","TMED4","222068","Tmed4","103694"
"48003807","DRAM2","128338","Dram2","67171"
"48003808","GOLGA7","51125","Golga7","57437"
"48003809","RABAC1","10567","Rabac1","14470"
"48003810","RPL11","6135","Rpl11","67025"
"48003811","COPS2","9318","Cops2","12848"
"48003812","SMS","6611","Sms","20603"
"48003813","MED22","6837","Med22","20933"
"48003814","OSTF1","26578","Ostf1","20409"
"48003815","CAB39","51719","Cab39","12283"
"48003816","PPIL3","53938","Ppil3","70225"
"48003817","DDT","1652","Ddt","13202"
"48003817","DDTL","100037417","Ddt","13202"
"48003818","RPP40","10799","Rpp40","208366"
"48003819","PIGK","10026","Pigk","329777"
"48003820","CAV2","858","Cav2","12390"
"48003821","NDUFA1","4694","Ndufa1","54405"
"48003822","RCN3","57333","Rcn3","52377"
"48003823","TRNT1","51095","Trnt1","70047"
"48003824","RPF1","80135","Rpf1","70285"
"48003825","INTS12","57117","Ints12","71793"
"48003826","EAF2","55840","Eaf2","106389"
"48003827","GNPTG","84572","Gnptg","214505"
"48003828","CSNK2A1","1457","Csnk2a1","12995"
"48003828","CSNK2A3","283106","Csnk2a1","12995"
"48003829","WIPF2","147179","Wipf2","68524"
"48003830","CYP51A1","1595","Cyp51","13121"
"48003831","SAE1","10055","Sae1","56459"
"48003832","LUM","4060","Lum","17022"
"48003833","EIF2B1","1967","Eif2b1","209354"
"48003834","RAC2","5880","Rac2","19354"
"48003835","BET1","10282","Bet1","12068"
"48003836","STXBP6","29091","Stxbp6","217517"
"48003837","PPID","5481","Ppid","67738"
"48003838","POLR1G","10849","Polr1g","70333"
"48003839","SF3B6","51639","Sf3b6","66055"
"48003840","CYCS","54205","Cycs","13063"
"48003841","CYCTP","360163","Cyct","13067"
"48003842","VAMP3","9341","Vamp3","22319"
"48003843","FABP6","2172","Fabp6","16204"
"48003844","LSM6","11157","Lsm6","78651"
"48003845","RPL39L","116832","Rpl39l","68172"
"48003846","RPL39","6170","Rpl39","67248"
"48003847","RPS13","6207","Rps13","68052"
"48003848","MNAT1","4331","Mnat1","17420"
"48003849","SRA1","10011","Sra1","24068"
"48003850","MED6","10001","Med6","69792"
"48003851","NUDT5","11164","Nudt5","53893"
"48003852","RNF14","9604","Rnf14","56736"
"48003853","MYMK","389827","Mymk","66139"
"48003854","RNF141","50862","Rnf141","67150"
"48003855","SLC12A2","6558","Slc12a2","20496"
"48003856","TUBD1","51174","Tubd1","56427"
"48003857","MSRB3","253827","Msrb3","320183"
"48003858","MAPK11","5600","Mapk11","19094"
"48003859","YIPF6","286451","Yipf6","77929"
"48003860","TMEM19","55266","Tmem19","67226"
"48003861","CRYBA2","1412","Cryba2","12958"
"48003862","EMC2","9694","Emc2","66736"
"48003863","ATG4C","84938","Atg4c","242557"
"48003864","LYSMD3","116068","Lysmd3","80289"
"48003865","CDK5RAP3","80279","Cdk5rap3","80280"
"48003866","VAMP4","8674","Vamp4","53330"
"48003867","NUDT15","55270","Nudt15","214254"
"48003868","INO80C","125476","Ino80c","225280"
"48003869","RBM24","221662","Rbm24","666794"
"48003870","APTX","54840","Aptx","66408"
"48003871","DLG4","1742","Dlg4","13385"
"48003872","BSX","390259","Bsx","244813"
"48003873","IFNG","3458","Ifng","15978"
"48003874","SP7","121340","Sp7","170574"
"48003875","GFRA2","2675","Gfra2","14586"
"48003876","UTS2","10911","Uts2","24111"
"48003877","REN","5972","Ren2","19702"
"48003878","REN","5972","Ren1","19701"
"48003879","RND1","27289","Rnd1","223881"
"48003880","POU1F1","5449","Pou1f1","18736"
"48003881","GLCE","26035","Glce","93683"
"48003882","NLK","51701","Nlk","18099"
"48003883","IL1B","3553","Il1b","16176"
"48003884","SYK","6850","Syk","20963"
"48003885","BLNK","29760","Blnk","17060"
"48003886","KCNH6","81033","Kcnh6","192775"
"48003887","RUNX2","860","Runx2","12393"
"48003888","CNR2","1269","Cnr2","12802"
"48003889","MREG","55686","Mreg","381269"
"48003890","NR4A1","3164","Nr4a1","15370"
"48003891","MRRF","92399","Mrrf","67871"
"48003892","TMEM30B","161291","Tmem30b","238257"
"48003893","MTHFD2","10797","Mthfd2","17768"
"48003894","CDC42EP4","23580","Cdc42ep4","56699"
"48003895","LITAF","9516","Litaf","56722"
"48003896","SMPX","23676","Smpx","66106"
"48003897","TSPAN9","10867","Tspan9","109246"
"48003898","ENO2","2026","Eno2","13807"
"48003899","ANKS4B","257629","Anks4b","72074"
"48003900","RBCK1","10616","Rbck1","24105"
"48003901","RGCC","28984","Rgcc","66214"
"48003902","MOB3C","148932","Mob3c","100465"
"48003903","CMAHP","8418","Cmah","12763"
"48003904","CEP41","95681","Cep41","83922"
"48003905","SH3BGRL2","83699","Sh3bgrl2","212531"
"48003906","BTBD9","114781","Btbd9","224671"
"48003907","SAT1","6303","Sat1","20229"
"48003908","PRPSAP1","5635","Prpsap1","67763"
"48003909","TRUB2","26995","Trub2","227682"
"48003910","DBNL","28988","Dbnl","13169"
"48003911","PPP1R42","286187","Ppp1r42","69312"
"48003912","PRPF18","8559","Prpf18","67229"
"48003913","ACAA1","30","Acaa1b","235674"
"48003914","ACAA1","30","Acaa1a","113868"
"48003915","TPGS2","25941","Tpgs2","66648"
"48003916","RABEPK","10244","Rabepk","227746"
"48003917","SPAG6","9576","Spag6","381350"
"48003918","SPAG6","9576","Spag6l","50525"
"48003919","PLPP5","84513","Plpp5","71910"
"48003920","PLPP4","196051","Plpp4","381925"
"48003921","TATDN1","83940","Tatdn1","69694"
"48003922","TFCP2L1","29842","Tfcp2l1","81879"
"48003923","MGST1","4257","Mgst1","56615"
"48003924","MAPRE3","22924","Mapre3","100732"
"48003925","CPA4","51200","Cpa4","71791"
"48003926","CPA2","1358","Cpa2","232680"
"48003927","HTRA1","5654","Htra1","56213"
"48003928","DCTN3","11258","Dctn3","53598"
"48003929","PTPN5","84867","Ptpn5","19259"
"48003930","PAK4","10298","Pak4","70584"
"48003931","HDAC11","79885","Hdac11","232232"
"48003932","KCTD4","386618","Kctd4","67516"
"48003933","ENOPH1","58478","Enoph1","67870"
"48003934","RHBDF1","64285","Rhbdf1","13650"
"48003935","SNX7","51375","Snx7","76561"
"48003936","TUBA3C","7278","Tuba3b","22147"
"48003936","TUBA3D","113457","Tuba3b","22147"
"48003936","TUBA3E","112714","Tuba3b","22147"
"48003937","TUBA3C","7278","Tuba3a","22144"
"48003937","TUBA3D","113457","Tuba3a","22144"
"48003937","TUBA3E","112714","Tuba3a","22144"
"48003938","UBXN7","26043","Ubxn7","224111"
"48003939","ELAVL2","1993","Elavl2","15569"
"48003940","PRDM5","11107","Prdm5","70779"
"48003941","CPSF1","29894","Cpsf1","94230"
"48003942","IPO11","51194","Ipo11","76582"
"48003943","NCEH1","57552","Nceh1","320024"
"48003944","PHTF2","57157","Phtf2","68770"
"48003945","LTV1","84946","Ltv1","353258"
"48003946","IRX6","79190","Irx6","64379"
"48003947","CCM2","83605","Ccm2","216527"
"48003948","ADCY7","113","Adcy7","11513"
"48003949","HIC1","3090","Hic1","15248"
"48003950","HEG1","57493","Heg1","77446"
"48003951","IFT81","28981","Ift81","12589"
"48003952","PRSS35","167681","Prss35","244954"
"48003953","MCM3AP","8888","Mcm3ap","54387"
"48003954","CGA","1081","Cga","12640"
"48003955","CTTN","2017","Cttn","13043"
"48003956","LMAN2L","81562","Lman2l","214895"
"48003957","MRPS33","51650","Mrps33","14548"
"48003958","NUP205","23165","Nup205","70699"
"48003959","PLS3","5358","Pls3","102866"
"48003960","DNASE1L3","1776","Dnase1l3","13421"
"48003961","GLRX2","51022","Glrx2","69367"
"48003962","NR4A2","4929","Nr4a2","18227"
"48003963","RSPO1","284654","Rspo1","192199"
"48003964","SGTB","54557","Sgtb","218544"
"48003965","LIM2","3982","Lim2","233187"
"48003966","CRYBA1","1411","Cryba1","12957"
"48003967","OTUB1","55611","Otub1","107260"
"48003968","ZFYVE19","84936","Zfyve19","72008"
"48003969","SYT5","6861","Syt5","53420"
"48003970","CABP1","9478","Cabp1","29867"
"48003971","EPDR1","54749","Epdr1","105298"
"48003972","MED31","51003","Med31","67279"
"48003973","MRPS26","64949","Mrps26","99045"
"48003974","ENTPD4","9583","Entpd4","67464"
"48003975","GAPVD1","26130","Gapvd1","66691"
"48003976","COMMD2","51122","Commd2","52245"
"48003977","BACC1","124944","Bacc1","104457"
"48003978","AAGAB","79719","Aagab","66939"
"48003979","HAUS4","54930","Haus4","219072"
"48003980","HOATZ","399949","Hoatz","235345"
"48003981","MRPL43","84545","Mrpl43","94067"
"48003982","WDR83","84292","Wdr83","67836"
"48003983","PXYLP1","92370","Pxylp1","235534"
"48003984","RGS20","8601","Rgs20","58175"
"48003985","DNAJC9","23234","Dnajc9","108671"
"48003986","TIMD4","91937","Timd4","276891"
"48003987","HAVCR1","26762","Havcr1","171283"
"48003988","DPY30","84661","Dpy30","66310"
"48003989","TSPAN18","90139","Tspan18","241556"
"48003990","ELOC","6921","Eloc","67923"
"48003991","SBF1","6305","Sbf1","77980"
"48003992","KCTD6","200845","Kctd6","71393"
"48003993","NUBPL","80224","Nubpl","76826"
"48003994","OPN1LW","5956","Opn1mw","14539"
"48003994","OPN1MW","2652","Opn1mw","14539"
"48003994","OPN1MW2","728458","Opn1mw","14539"
"48003994","OPN1MW3","101060233","Opn1mw","14539"
"48003995","DECR1","1666","Decr1","67460"
"48003996","GULP1","51454","Gulp1","70676"
"48003997","ING2","3622","Ing2","69260"
"48003998","CIAO2B","51647","Ciao2b","68523"
"48003999","MEOX1","4222","Meox1","17285"
"48004000","UBE2Z","65264","Ube2z","268470"
"48004001","UFD1","7353","Ufd1","22230"
"48004002","GTPBP10","85865","Gtpbp10","207704"
"48004003","EGFL6","25975","Egfl6","54156"
"48004005","SYT1","6857","Syt1","20979"
"48004006","TIMM13","26517","Timm13","30055"
"48004007","BRAP","8315","Brap","72399"
"48004008","NAPG","8774","Napg","108123"
"48004009","CALCB","797","Calcb","116903"
"48004010","CALCA","796","Calca","12310"
"48004010","CALCB","797","Calca","12310"
"48004011","ATP2B3","492","Atp2b3","320707"
"48004012","ARL1","400","Arl1","104303"
"48004013","LDHB","3945","Ldhb","16832"
"48004014","NKX6-1","4825","Nkx6-1","18096"
"48004015","POLR3H","171568","Polr3h","78929"
"48004016","SPRYD4","283377","Spryd4","66701"
"48004017","SF3B5","83443","Sf3b5","66125"
"48004018","MYDGF","56005","Mydgf","28106"
"48004019","GSTZ1","2954","Gstz1","14874"
"48004020","TMEM147","10430","Tmem147","69804"
